Unnamed: 0,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,class,CoinName
MBC,Scrypt,PoW and PoS,9399342.52839847,30000000.0,-0.29338517126223784,0.26722237651423164,-0.36691912800307047,0,My Big Coin
TRTL,CryptoNight,PoW,53139835213.77,1000000000000.0,8.087711652881266,-2.5887411277938916,0.34587465764598757,2,TurtleCoin
MUN,SkunkHash,PoW,4818338.98949984,16600000.0,-0.12878003243812175,-2.103728376939659,0.40457565227921316,2,MUNcoin
USX,Scrypt,PoW/PoS,234846265.782157,232000000.0,-0.3473459527475603,0.9414820087056446,-0.5541247707848671,0,Unified Society USDEX
NBR,CryptoNight,PoW,133932467.774108,336000000.0,0.32608908932251834,-2.2455774694620882,0.4563338200782558,2,Niobio Cash
SSS,Scrypt,PoW,10000000000.0,10000000000.0,0.030102036829601896,-1.113995442367814,0.00032708173099824247,2,ShareChain
TRF,Dagger,PoW,107325266.027783,100000000.0,-0.14998703583101528,-2.1551041940920808,0.4856755456351894,2,Travelflex
KREDS,Lyra2REv2,PoW,643795911.540095,1100000000.0,-0.14473045265777731,-1.1389916888203175,0.12868137048160483,2,KREDS
TOKC,X13,PoS,230298925.0,800000000.0,-0.22209009868433258,1.6138154852261994,-0.3213963764493896,0,Tokyo Coin
BBP,Proof-of-BibleHash,POBh,1772091549.88818,5200000000.0,-0.22194927671852077,4.219319698692813,6.845525095860688,3,BiblePay
LCC,SHA-256 + Hive,PoW + Hive,638382332.208514,840000000.0,-0.38554058467270264,3.8221366837780018,9.473666795726247,3,LitecoinCash
FLIP,Scrypt,PoW,12446100.00278,40000000.0,-0.16298566319928418,-1.115282145148413,0.004666507923252284,2,BitFlip
LOT,Scrypt,PoW,14491014421.0,18406979840.0,0.1448777868020772,-1.114869004546911,-0.0019869381585875005,2,LottoCoin
CIF,X11,PoW,211297638.500483,500000000.0,-0.21885263494725596,-0.9343808473535197,0.11028615841172063,2,Crypto Improvement Fund
SPD,C11,PoW/PoS,11251342.1879021,19340594.0,-0.4124534612788608,0.818454687487124,-0.4662219785082442,0,Stipend
POA,Proof-of-Authority,PoA,204479039.0,252460800.0,-0.3460242947308016,3.24726889071171,17.71951355765697,3,Poa Network
PUSHI,X11,PoW/PoS,2167827.1,25000000.0,-0.4132395495755924,1.1224151953479522,-0.4482957741919754,0,Pushi
ELP,XEVAN,PoW/PoS,419275.38,60000000.0,-0.2599185641822278,1.6406103060178718,-0.5930319262892386,0,Ellerium
VLX,Scrypt,PoS,25570013.1348022,124000000.0,-0.27278638221908524,0.8839716853498888,-0.297919451380324,0,Velox
ONT,VBFT,PoS,650848625.0,1000000000.0,-0.30901633402853873,1.5873008895721965,-0.13907518341869513,0,Ontology
CLO,Ethash,PoW,247612453.0,6500000000.0,-0.10115349620620825,-1.9832289955857016,0.39488231817784014,2,Callisto Network
TUBE,CryptoNight,PoW,80049082.9057215,1000000000.0,0.3301543230316201,-2.245849726650744,0.4562909550799833,2,BitTube
PSD,Scrypt,PoW,4070212.1493016,21000000.0,-0.16322335179736652,-1.1152792884045215,0.004671130283596348,2,Poseidon
ADK,IMesh,PoW,25000000.0,25000000.0,-0.11344567578313258,-2.104156826995015,0.4714672325053977,2,Aidos Kuneen
BSX,NIST5,PoW/PoS,13787854.6277781,50000000.0,-0.3876765487705528,1.3873375692012944,-0.5998715833848912,0,Bitspace
BRIA,Scrypt,PoW/PoS,845637.81347436,3000000.0,-0.3518388596402559,0.941450252382112,-0.554023503552019,0,Briacoin
IC,Scrypt,PoW/PoS,1182153.5,5000000.0,-0.351820510917692,0.9414496804745465,-0.5540238034562358,0,Ignition
BTL,Equihash,PoW,71355477.0,70000000.0,-0.16496554266385488,-2.148848613239855,0.4029958830155953,2,Bitrolium
MEDIC,Scrypt,PoS,267297676.3125,500000000.0,-0.26715295872775663,0.8839529461055186,-0.29803693847251056,0,MedicCoin
ALPS,Lyra2Z,PoW,27340501.6514783,300000000.0,-0.15794070617176315,-2.2046953611536293,0.4106926456243463,2,Alpenschillling
BITG,Green Protocol,PoS,9803691.3618195,21000000.0,-0.289121099750663,1.7319538214547527,-0.20435016242727355,0,Bitcoin Green
DEV,PoS,PoS,21876586.8530324,88000000.0,-0.30429191336970807,1.7300410992388335,-0.19513070459831125,0,Deviant Coin
ABJ,Scrypt,PoW/PoS,9880502.37178894,30000000.0,-0.3515361840831593,0.9414447662050697,-0.5540290902730272,0,Abjcoin
SEM,Semux BFT consensus,DPoS,1231147.0,100000000.0,3.81681508574137,1.3203559732356536,0.2420143686530463,0,Semux
FTO,X11,PoW,31801461.1867843,100000000.0,-0.22389529538257774,-0.9343222782175564,0.11038455381638568,2,FuturoCoin
CARE,Quark,PoW/PoS,139739596.506702,200000000.0,-0.39579337059076275,1.6777945956497744,-0.49061813939697396,0,Carebit
NZL,PoS,PoS,11075254.0929996,80000000.0,-0.3044810132159297,1.7300386831807413,-0.1951262675252804,0,Zealium
XMC,CryptoNight,PoW,16016864.0,18400000.0,0.32238630262806584,-2.2455187257012503,0.4564035215699671,2,Monero Classic
PROTON,X16R,PoS,4403800.0,45000000.0,-0.3002785619210611,0.7208305221195571,-0.08759485155800359,0,Proton
DEAL,Scrypt,PoW/PoS,1404157529.46026,5121951220.0,-0.29824315060240475,0.940256100313819,-0.5549766830673024,0,iDealCash
JUMP,NIST5,PoW,21069346.2522598,21000000.0,-0.19934581872972582,-0.6693725795425435,-0.04117399859266911,2,Jumpcoin
INFX,Lyra2RE,PoW,5097689.71077377,26280000.0,-0.15996653153195878,-2.2166053280422626,0.3863169947977003,2,Infinex
XBI,XEVAN,PoS/PoW,10904963.0923455,21000000.0,-0.11901782010307389,1.6561589549336766,-0.43499554805760404,0,Bitcoin Incognito
KEC,Tribus,PoW,795447.0,18000000.0,-0.09805776991479492,-2.09571147180488,0.5077402965047346,2,KEYCO
HWC,Scrypt,PoS,38706809.466535,26000000.0,-0.27332293290838316,0.8840144468213572,-0.29791489994967973,0,HollyWoodCoin
GIN,Lyra2Z,PoW,6986399.70430446,10500000.0,-0.160249682288312,-2.2045984710782114,0.4107263475640874,2,GINcoin
PLTC,CryptoNight,PoW,84300.0,600000518.0,0.3263296405535727,-2.2457416440847675,0.45635527118517627,2,PlatinCoin
LOKI,CryptoNight Heavy,PoW,19153632.0,150000000.0,0.6037889422908345,-2.1872707436646706,0.473971817792371,2,Loki
NCP,CryptoNight,PoW,41294520017.0,184000000000.0,2.136613084163634,-2.2929940243404676,0.42528081739066714,2,Newton Coin
SIC,Scrypt,PoW/PoS,10200000000.0,10200000000.0,-0.15447544247823108,0.9427546108820146,-0.5584572659563936,0,Swisscoin
XT3,Scrypt,PoS,7630000.0154,44000000.0,-0.273575145750905,0.8839923333042757,-0.29790592148338596,0,Xt3ch
MGD,Jump Consistent Hash,PoW,135862416.039898,168000000.0,-0.14225197317571486,-2.262808120938807,0.46928411918303714,2,MassGrid
VIG,SHA-256D,PoW/PoS,33238183.7225834,100000000.0,-0.3967266579639554,1.7211025458736693,-0.6924094250223815,0,TheVig
PLURA,CryptoNight,PoW,560085952.404637,1000000000.0,0.33602857567224076,-2.245610923969428,0.4561265918921741,2,PluraCoin
EMAR,Scrypt,PoW/PoS,21599339.6728,84000000.0,-0.35100854938074283,0.9414306344895058,-0.5540380891886888,0,EmaratCoin
DKD,X15,PoS,30284196.369129,90000000.0,-0.1974373370556748,1.6536996915654156,-0.3805563763971446,0,Dekado
LYNX,Scrypt,HPoW,77872059787.8998,92000000000.0,2.2418906885996606,0.3194786282608312,-0.4784488047257739,0,Lynx
POSQ,Quark,PoS,2716264.95302831,650000000.0,-0.3163792552856902,1.620113947398812,-0.2344890855250409,0,Poseidon Quark
BWS,SHA-256,PoS,57811001.000889,100262205.0,-0.2600623610708506,0.6607272976684585,-0.09849417629589657,0,BitcoinWSpectrum
MUSE,DPoS,PoS,18194936.0,18081806.0,0.9919585314623035,1.5624416555735787,-0.04876892049691851,0,Muse
XMN,X16R,PoW,8125865.02097646,22075700.0,-0.1898371206707646,-1.2784375050880024,0.21497969993411511,2,Motion
PLUS1,HMQ1725,PoW,8645406.16776286,21000000.0,-0.1001178568059784,-2.0908357125473076,0.4536918337846836,2,PlusOneCoin
AXE,X11,PoW,4993030.69736615,21000000.0,-0.2247854671283445,-0.9343064116680483,0.11040102789176971,2,Axe
TRVC,X16R,PoW/PoS,36923120.6205934,82546564.0,-0.3775024249498411,0.7782789582438583,-0.3437331441682412,0,Trivechain
DTEM,Quark,PoS,7082392.24744494,21000000.0,-0.32080139781017303,1.620348633387372,-0.23443249790536372,0,Dystem
GIC,Quark,PoW/PoS,5919489.76813523,5151000.0,-0.39881736260160594,1.677800051725622,-0.49055432721666,0,Giant
PNY,Scrypt,PoS,1042012.45227735,16880000000.0,-0.15386130128843967,0.8777655179789777,-0.2994583209827229,0,Peony Coin
ABS,Lyra2REv2,PoW/PoS,13332617.9413708,52500000.0,-0.34834681398971573,0.9178063826062742,-0.4297034335034995,0,Absolute Coin
VITAE,Quark,PoS,66053877.6256106,100000000.0,-0.3195176439832885,1.6203487669083474,-0.23445998451450728,0,Vitae
HEX,Scrypt,PoW,1416663.06600024,22105263.0,-0.16324795914543672,-1.1152810170263476,0.004671936789632448,2,HexCoin
TPC,Scrypt,PoW/PoS,5403802.49590733,1000000000.0,-0.3446890515929793,0.9410839723198099,-0.5541171283571363,0,TPCash
WEBC,CryptoNight-V7,PoW,15580199.3087496,1750000000.0,-0.14229482292432558,-2.196359695972888,0.39296831827666506,2,Webchain
RYO,Cryptonight-GPU,PoW,4890897.0,88188888.0,-0.13765578787924102,-2.14420803261393,0.41454498614119606,2,Ryo
URALS,XEVAN,PoW,14746153.0962884,210000000.0,-0.07022796692529727,-0.4161625064023139,-0.03435328287778661,2,Urals Coin
QWC,CryptoNight Heavy,PoW,99553110528.8022,184470000000.0,3.1333005868323363,-2.205890946440874,0.42287137231874605,2,Qwertycoin
ARE,X11,PoS,19269509.94,55000000.0,-0.33492785087302684,1.0649664750228023,-0.19218070899066664,0,ARENON
EUNO,X11,PoW/PoS,30771125.9760867,50000000.0,-0.41271164414834405,1.1224201831417011,-0.4483078764040909,0,EUNO
MMO,Scrypt,PoS,107763867.917675,260000000.0,-0.2708128778471282,0.8839623008175076,-0.297960152703482,0,MMOCoin
KETAN,PoS,PoS,9327131.59708692,210000000.0,-0.30357740632447544,1.7299897581927024,-0.19513767331981946,0,Ketan
PPAI,SHA-256,PoW,2100000000.0,2100000000.0,-0.11028402350037317,-1.3382743490774502,0.20319563532079848,2,Project Pai
XDNA,Keccak,PoW/PoS,4672513.84432375,366000000.0,-0.39737332755381805,0.6951570863464023,-0.3387441416632943,0,XDNA
PAXEX,X11,PoS,4504639.0,100000000.0,-0.3347883379758524,1.0649424954355555,-0.19217980889372926,0,PAXEX
AZART,X11,PoW,5015881.37315389,25000000.0,-0.2247567260005754,-0.9343078789268636,0.11040065070326056,2,Azart
TSC,Scrypt,PoW/PoS,1059954080.43439,18000000000.0,-0.21082304492277365,0.9353244149843177,-0.5560480023683279,0,ThunderStake
KCASH,SHA-512,Zero-Knowledge Proof,1000000000.0,1000000000.0,-0.49176272465750914,2.5804093956273944,-0.6812682600222976,0,Kcash
XCG,X16R,PoW,9753753.61515394,100000000.0,-0.18926273940086671,-1.2784655004960122,0.21497194693228383,2,Xchange
AAC,ECC 256K1,DPOS,1000000000.0,1000000000.0,-0.23771281005835126,4.348714510161888,13.664289355503596,3,Acute Angle Cloud
CRYP,Equihash,PoW,4235111504.0,7600000000.0,-0.060434522813430244,-2.149560794433307,0.4008748967273186,2,CrypticCoin
BTXC,XEVAN,PoS,6787405.18013774,50000000.0,-0.18202282791619465,1.5831710323630772,-0.3369094923064222,0,Bettex coin
ACM,Lyra2Z,PoW,13634850.0,84000000.0,-0.1596453445270732,-2.2046223334490076,0.4107172840817979,2,Actinium
BSV,SHA-256,PoW,17992514.6469233,21000000.0,-0.15055459465905263,-1.3385415638661584,0.20410048565635122,2,Bitcoin SV
BITM,XEVAN,Pos,208515864.367343,70000000000.0,0.7245984188109139,1.8209765596215792,-0.5514312696899155,0,BitMoney
JMC,X11,PoS,17209923728.3266,0.0,-0.12495567582082409,1.0735385957606585,-0.19806165879732873,0,Junson Ming Chan Coin
FRED,CryptoNight,PoW,1867054873.28397,8080000000.0,0.4023989259345931,-2.2475779180885476,0.4550253144682543,2,FREDEnergy
HERB,Quark,PoW/PoS,35312185.7437239,54000000.0,-0.3981101026631093,1.6777966162791305,-0.4905689019595074,0,HerbCoin
UMO,Blake,PoW,1578281.31341127,105120001.44,-0.10722731131304006,-2.097171694187524,0.4727988547469079,2,Universal Molecule
LIT,Blake,PoW,15846721.2482747,25228800.0,-0.10762116307985889,-2.0971350637966504,0.4728013465193084,2,Lithium
PIRATE,Equihash,PoS,13475920.0,105000000.0,-0.27598379068180623,-0.14961199147950688,0.10043875980294496,2,PirateCash
EXO,Exosis,PoW,406091.925,21000000.0,-0.13542848815029404,-1.9753050425018512,0.35891990191149004,2,Exosis
BLTG,Scrypt,PoW,35284717.173946,120000000.0,-0.16213695502651088,-1.115300356207101,0.00465130075894407,2,Block-Logic
OWC,Scrypt,PoW/PoS,14777549.3940764,21000000.0,-0.35154029687537985,0.9414505292353285,-0.5540299359371363,0,Oduwa
BEAM,Equihash,PoW,35687520.0,262800000.0,-0.1640301701348487,-2.1489376266715317,0.40299029224815214,2,Beam
GALI,Quark,PoW/PoS,18265011.2486006,19035999.0,-0.3985674924068029,1.6778010605386768,-0.49055983644272577,0,Galilel
BTH,Equihash,PoW,25150787.5,30886000.0,-0.16580926423875839,-2.14885713981836,0.4030153151938561,2,Bithereum
CSPN,Quark,PoS,1934701.67524713,13370000.0,-0.32091868085960357,1.620348893058887,-0.23443003078871888,0,Crypto Sports
CREDIT,Scrypt,PoW/PoS,30825710000.0296,74800000000.0,0.5575764110867174,0.9291354142538072,-0.5714846841217187,0,Credit
SLC,QuBit,PoW,12925790.4226959,100000000.0,-0.17367842101234482,-1.547296682961638,0.21892207450300571,2,SLICE
DASHP,X11,PoS,715659.44237941,19700000.0,-0.3354060687001785,1.0649702939644308,-0.19217109656600376,0,Dash Platinum
NSD,Scrypt,PoW/PoS,20546528.2059957,84000000.0,-0.35102143272561076,0.941430110750149,-0.5540377287091929,0,Nasdacoin
BEET,XEVAN,PoW/PoS,198938144.363399,500000000.0,-0.2543585064048921,1.640546413787588,-0.5931405286516763,0,Beetle Coin
TTN,SHA-256D,PoW/PoS,896361168.0,5000000000.0,-0.3512992074010622,1.7197206042047217,-0.6931574272697546,0,Titan Coin
AWR,X11,PoW/PoS,15420234.5389336,420000000.0,-0.4102668053909908,1.1222757736430504,-0.4483367865216168,0,Award
BLAST,SHA-256,PoW,52293836.6277958,64000000.0,-0.14982888527150104,-1.3385403953100774,0.20408477031789574,2,BLAST
XRC,X13,PoW,1170292.5,2100000.0,-0.12001231465817334,-0.38528190274732016,-0.018670535445961953,2,Bitcoin Rhodium
GLT,SHA-256,PoW,84613099.9999955,168000000.0,-0.14869339259971645,-1.3385627618142737,0.20406410082165774,2,GlobalToken
INSN,X11,PoW/PoS,23775960.3207514,30000000.0,-0.41293955210513156,1.1224240964064105,-0.4483036344577698,0,Insane Coin
ALX,DPoS,DPoS,1000000000.0,1000000000.0,3.6554693487871126,1.4874819868143858,0.08785048284895591,0,ALAX
LDOGE,Scrypt,PoW/PoS,15318887081.0146,35000000000.0,0.08462613380088387,0.9361336072587713,-0.5625000175152282,0,LiteDoge
SLR,Scrypt,PoW,55565076.3863525,98100000000.0,0.5352757108182007,-1.1515092181413338,-0.004403226754570177,2,SolarCoin
TRK,X11,PoW/PoS,242574105.22384,0.0,-0.4104755615703769,1.122544031042291,-0.44837578005412737,0,TruckCoin
UFO,NeoScrypt,PoW,3824685012.0,4000000000.0,-0.10612094599878222,-1.636028360136205,0.24137916374017754,2,UFO Coin
OC,Scrypt,PoW/PoS,3537150.0,200000000.0,-0.35040419439590603,0.9413787689772781,-0.5540426163196682,0,OrangeCoin
BLC,Blake,PoW,23356790.1494191,7000000000.0,-0.057901145471877614,-2.09970959778233,0.4721547168641628,2,BlakeCoin
BITS,Scrypt,PoW/PoS,20576532.0,54256119.0,-0.3512327044492945,0.9414411206970934,-0.554034992398923,0,BitstarCoin
NEOS,SHA-256,PoS,4392258.24647793,21000000.0,-0.26128003119360615,0.6607300233815797,-0.09846856671690789,0,NeosCoin
HYPER,Scrypt,PoW/PoS,9631199.99309942,0.0,-0.3517526960834692,0.9414557318823769,-0.5540262346788424,0,HyperCoin
PINK,X11,PoW/PoS,436353624.490312,500000000.0,-0.40454657709381037,1.1224556017459306,-0.44848830014499536,0,PinkCoin
CESC,Scrypt,PoW,780210700.0,1000000000.0,-0.1467597009667518,-1.1152550776157486,0.004314980139937412,2,Crypto Escudo
ADC,Scrypt,PoW/PoS,980732528.97974,10500000000.0,-0.26515780228296054,0.9380574291238186,-0.5553283186970345,0,AudioCoin
NKA,SHA-256,PoW/PoS,17939725045.334,190000000.0,-0.11849027871677054,0.7270359324977165,-0.3607488676498445,0,IncaKoin
PIGGY,X11,PoW/PoS,494240666.028571,1000000000.0,-0.4002805206064394,1.122299570375408,-0.4485542910580896,0,Piggy Coin
CRW,SHA-256,PoW,22986929.0854247,42000000.0,-0.15034405469222417,-1.3385468420958935,0.2040968364201337,2,Crown Coin
GEN,Scrypt,PoW/PoS,60000000.0,15000000.0,-0.35102959809383255,0.9414752438685383,-0.5540448659221555,0,Genstake
SMLY,Scrypt,PoW,29583989322.9213,50000000000.0,0.5543680267147318,-1.119039309418923,-0.010072062678305717,2,SmileyCoin
MI,Scrypt,PoW/PoS,404316475.545465,400000000.0,-0.3440767480636318,0.9415042123022168,-0.5541983101868821,0,XiaoMiCoin
GRS,Groestl,PoW,73298203.8873662,105000000.0,-0.20732040575956032,-1.2197610487990045,0.18154659299361628,2,Groestlcoin
CPC,X11,PoW/PoS,201364327.427503,208000000.0,-0.40949985107330544,1.1224466419557035,-0.4483808769038346,0,CapriCoin
CLUB,Scrypt,PoW/PoS,103621876.167052,160000000.0,-0.34946406397661445,0.9414433441260793,-0.5540731913853847,0, ClubCoin
RADS,PoS,PoS,3821245.74150193,9000000.0,-0.305074972804612,1.7300613201647357,-0.19511722755454047,0,Radium
BTA,Scrypt,PoW,5052555.91981545,5000000.0,-0.16332517678008734,-1.115272885215421,0.004672271390053465,2,Bata
PAK,Scrypt,PoW,69684455.4387001,182000000.0,-0.16127484917553378,-1.115306162166965,0.004633797241642655,2,Pakcoin
CRB,X11,Proof of Trust,16901016.6609755,16504333.0,-0.4042497144827066,0.6076057946462906,-0.1497406486112583,0,Creditbit 
OK,SHA-256,PoW/PoS,74676064.9488608,105000000.0,-0.3377112333025914,0.7181800742878086,-0.3546240793367982,0,OKCash
LSK,DPoS,DPoS,120012140.0,159918400.0,3.638723365275006,1.487354763246718,0.0882293621405648,0,Lisk
XHI,Scrypt,PoS,10000244677.7002,10008835635.0,-0.08039110918937785,0.8852797661324164,-0.3022475269987614,0,HiCoin
XWC,Scrypt,PoW/PoS,252005564.19257,300000000.0,-0.34665212739530377,0.9414654082500039,-0.5541369252739059,0,WhiteCoin
FSC,NeoScrypt,PoW/PoS,1120385.00502,60168145.0,-0.36939159146085254,0.4202504170258258,-0.3156452507205336,0,FriendshipCoin
J,Multiple,PoW,3332922.5,2800000.0,-0.11234785416454346,-1.7252998580169927,0.3492465017198919,2,JoinCoin
TRI,X13,PoW/PoS,140777.753365,120000.0,-0.30848697305143524,1.6714428081115886,-0.57736740016826,0,Triangles Coin
VOLLAR,Equihash+Scrypt,PoW,100000000.0,2100000000.0,-0.07786656862967131,-1.9615578353168805,0.4530107612079457,2,Vollar
EOS,DPoS,DPoS,1020544523.0722,0.0,3.648605378371861,1.48786186361458,0.08793578959227445,0,EOS
RCC,Ethash,PoW,24487944.0958204,24487944.0,-0.1499595900518387,-1.980946277172303,0.3955566714203116,2,Reality Clash
OXY,DPoS,DPoS,1122382283.37,0.0,3.6498515758420025,1.4879125245778582,0.08790092064785522,0,Oxycoin
TCH,SHA-256,PoS,1000000000.0,1000000000.0,-0.24213074061804002,0.6608634119690238,-0.09889986179164068,0,TigerCash
WAVES,Leased POS,LPoS,100000000.0,100000000.0,-0.579643194227727,1.9384112861308487,18.549235678260118,3,Waves
PART,PoS,PoS,9283137.5558676,8634140.0,-0.3050107383939344,1.7300641725202721,-0.19511906390603076,0,Particl
BTT,TRC10,DPoS,989988713439.649,990000000000.0,34.07693715037301,1.7859274184105598,-0.7857003214637862,1,BitTorrent
NXT,PoS,PoS/LPoS,1000000000.0,1000000000.0,-0.2782474084137699,1.871752819221699,-0.18936929816231496,0,Nxt
ZEPH,SHA-256,DPoS,1999999995.3056,2000000000.0,2.4217313884926988,0.5859061105361555,0.03771164196985788,0,ZEPHYR
GAP,Scrypt,PoW/PoS,14931046.1546605,250000000.0,-0.34990899752844384,0.9413659542403761,-0.5540511346119473,0,Gapcoin
BDX,CryptoNight,PoW,980222595.0,1400222610.0,0.34401755822297475,-2.245549864614087,0.4559457813561531,2,Beldex
ZEN,Equihash,PoW,7296537.5,21000000.0,-0.1660980908407487,-2.148862367300384,0.40302234132001147,2,Horizen
XBC,Scrypt,PoS,128326.99633965,1000000.0,-0.27397290551899084,0.8840044966992116,-0.2978993822645482,0,BitcoinPlus
