Unnamed: 0,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,class,CoinName
42,Scrypt,PoW/PoS,41.99995383,42.0,-0.35187055309699555,0.941450940679958,-0.5540229370030374,0,42 Coin
404,Scrypt,PoW/PoS,1055184902.04,532000000.0,-0.3351727853340852,0.9417792034424541,-0.554433354617373,0,404Coin
1337,X13,PoW/PoS,29279424622.5027,314159265359.0,2.285166444593705,1.569877304403903,-0.6164023487487342,0,EliteCoin
BTC,SHA-256,PoW,17927175.0,21000000.0,-0.15055539422595635,-1.338541596370502,0.20410050802845284,2,Bitcoin
ETH,Ethash,PoW,107684222.6865,0.0,-0.14911575092096013,-1.980895837608604,0.3955304465077867,2,Ethereum
LTC,Scrypt,PoW,63039243.3000049,84000000.0,-0.16205347401137757,-1.115273241599324,0.0046451219727985105,2,Litecoin
DASH,X11,PoW/PoS,9031294.37563393,22000000.0,-0.41317690686018843,1.1224197186687095,-0.44829784719925375,0,Dash
XMR,CryptoNight-V7,PoW,17201143.1449131,0.0,-0.15472689445256665,-2.195711990608304,0.39312936024180384,2,Monero
ETC,Ethash,PoW,113359703.0,210000000.0,-0.14755207071912074,-1.980970642122056,0.39550911160373353,2,Ethereum Classic
ZEC,Equihash,PoW,7383056.25,21000000.0,-0.166097032103331,-2.1488623242601292,0.4030223116962513,2,ZCash
BTS,SHA-512,PoS,2741570000.0,3600570502.0,-0.3133944893221657,1.9720736011997,-0.37959865380966623,0,Bitshares
DGB,Multiple,PoW,11406219141.0,21000000000.0,0.17659321238771555,-1.7273890470802848,0.34340328249462626,2,DigiByte
BTCD,SHA-256,PoW/PoS,1288862.0,22000000.0,-0.3391998550127831,0.7181742480439374,-0.3545912874645852,0,BitcoinDark
XPY,SHA-256,PoS,11995334.8847328,12500000.0,-0.26124747237989315,0.6607369477450029,-0.09847038508802426,0,PayCoin
PRC,Scrypt,PoW,5768310.0,21000000.0,-0.16320257202727537,-1.1152784436562415,0.00467054885997307,2,ProsperCoin
KOBO,X15,PoW/PoS,25542535.5881841,350000000.0,-0.27353432620010204,1.7110473601929241,-0.6367024525597232,0,KoboCoin
SPR,X11,PoW,11149733.9976203,20000000.0,-0.22471724239372395,-0.9343029792524497,0.11039901219610748,2,Spreadcoin
ARG,Scrypt,PoW,12205795.4449549,64000000.0,-0.16281783481446468,-1.115291136449776,0.004664374015776856,2,Argentum
AUR,Scrypt,PoW/PoS,18135099.992959,16768584.0,-0.3515293183524719,0.9414537636779368,-0.554030694818695,0,Aurora Coin
BLU,Scrypt,PoW/PoS,635423900.0,0.0,-0.34409481675362946,0.9417670433340682,-0.5542405042269051,0,BlueCoin
XMY,Multiple,PoW,1688254250.0,2000000000.0,-0.07751849833971956,-1.725199942729388,0.3484851660008273,2,MyriadCoin
MOON,Scrypt,PoW,88.0,384000000000.0,2.5688816180949585,-1.2572216733394568,-0.030784529548954016,2,MoonCoin
ZET,SHA-256,PoW,170204389.754849,169795588.0,-0.14763322831018266,-1.3385208466909482,0.20403462881352277,2,ZetaCoin
SXC,Scrypt,PoW,128940951.183046,250000000.0,-0.16006587678288473,-1.1153018206403582,0.004607228798194455,2,SexCoin
QTL,Scrypt,PoW,7357794.7925,100000000.0,-0.1626210066985704,-1.1153068558084624,0.004662709676138721,2,Quatloo
ENRG,Scrypt,PoW/PoS,123062801.128773,0.0,-0.3503646237814467,0.9415121604032222,-0.554065073319675,0,EnergyCoin
QRK,Quark,PoW,259557164.91477,247000000.0,-0.20554475831733857,-0.37888766396670487,0.06803389545365611,2,QuarkCoin
RIC,Groestl,PoW,49548585.1412917,84000000.0,-0.2077604547816914,-1.2197651006715213,0.1815566639556717,2,Riecoin
DGC,Scrypt,PoW,33442988.3440364,48166000.0,-0.16267061830632384,-1.1152747184970417,0.004658564593869142,2,Digitalcoin 
BTB,Scrypt,PoW/PoS,42579.476901,500000.0,-0.3518664751732908,0.9414507770282148,-0.5540229977344305,0,BitBar
CAT,Scrypt,PoW,7219956.64626131,21000000.0,-0.16318480810186278,-1.1152777215093947,0.004670051820504995,2,Catcoin
CBX,Scrypt,PoW/PoS,1039116.65144562,1000000.0,-0.35185072277403934,0.9414510879446619,-0.554023385116341,0,CryptoBullion
CCN,Scrypt,PoW,4703879.51824446,13140000.0,-0.16327152440661066,-1.1152760676750368,0.00467163911903993,2,CannaCoin
CRYPT,X11,PoW,4996986.20575291,18000000.0,-0.22480676485100326,-0.9343053007306011,0.1104013035607951,2,CryptCoin
CSC,Scrypt,PoC,39999997299.8568,40000000000.0,0.8116427672811627,0.8583357885614161,-0.4554904705013247,0,CasinoCoin
DMD,Groestl,PoW/PoS,3304487.74735637,4380000.0,-0.3973408456840076,0.8369658175437645,-0.3771175500637479,0,Diamond
XVG,Multiple,PoW,15929530669.1206,16555000000.0,0.20031752212773904,-1.7234957237139468,0.3422649704689992,2,Verge
DVC,SHA-256,PoW,18773857500.0,21000000000.0,0.22823600842465996,-1.3369661581351773,0.19574130911049398,2,DevCoin
EAC,Scrypt,PoW,12539015186.822,13500000000.0,0.08607599932260461,-1.1140261631438553,-0.0008654634149607693,2,EarthCoin
EFL,Scrypt,PoW,20910478.8062499,21000000.0,-0.16301727599951873,-1.1152709109212753,0.004665364226680448,2,E-Gulden
EMC2,Scrypt,PoW,218871896.499999,299792458.0,-0.1586110919995713,-1.1152754890383183,0.0045718388199331396,2,Einsteinium
EMD,Scrypt,PoW,19496786.31025,32000000.0,-0.16295630634600844,-1.1152756804094428,0.0046648325183691695,2,Emerald
EXCL,PoS,PoS,5679705.0,0.0,-0.3051162690577901,1.7300655715967166,-0.19511703281529114,0,Exclusive Coin
FLT,Scrypt,PoS/PoW/PoT,461829905.32893,0.0,-0.25464629889970614,0.49082360862099456,-0.41360140644474885,0,FlutterCoin
FRK,Scrypt,PoW,1142732.14912776,11235813.0,-0.16332865148016382,-1.1152771353344346,0.0046730342800166864,2,Franko
FTC,NeoScrypt,PoW,208669093.00773,336000000.0,-0.17644118107444798,-1.6364727884096226,0.24295561465911691,2,FeatherCoin
GDC,Scrypt,PoW,884125802.0,1420609614.0,-0.1424952875362974,-1.1153588643500638,0.0042405603543407815,2,GrandCoin
GLC,Scrypt,PoW,65672720.4708748,70000000.0,-0.16212086318100485,-1.115266756338362,0.004645513053865769,2,GlobalCoin
GLD,Scrypt,PoW,41658647.9999715,72245700.0,-0.1623987464615133,-1.1152795326937142,0.004653528029959842,2,GoldCoin
HBN,Scrypt,PoW/PoS,89266933.684704,120000000.0,-0.34992434166859426,0.9414509892733353,-0.5540645826509679,0,HoboNickels
HYP,X11,PoS,1678520090.7713,0.0,-0.3150148038325737,1.0658122291648797,-0.1927437526629784,0,HyperStake
IFC,Scrypt,PoW,90595753018.6314,90600000000.0,1.5898584956991093,-1.1036960042478128,-0.03471135775370913,2,Infinite Coin
IOC,X11,PoW/PoS,17650913.9743456,22000000.0,-0.41307142783054235,1.1224240066482456,-0.44830079853121496,0,IOCoin
IXC,SHA-256,PoW,21089348.999,21000000.0,-0.1505166984295625,-1.3385400232921028,0.20409942530953507,2,IXcoin
KGC,Scrypt,PoW,151447649.8,265420800.0,-0.15968073558483953,-1.115296324692118,0.004598098597885457,2,KrugerCoin
LKY,Scrypt,PoW,19326319.14375,20000000.0,-0.16304377687367702,-1.1152713293324537,0.004665998979335502,2,LuckyCoin
LTB,Scrypt,PoW,1104344.22938102,1350000.0,-0.16339946250825785,-1.1152735000754446,0.004673960291034788,2,Litebar 
MAX,SHA3,PoW/PoS,61445805.0,100000000.0,-0.4068542143824187,2.2646295604665254,-0.8929944496946993,0,MaxCoin
MEC,Scrypt,PoW,38151999.9930997,42000000.0,-0.16265686712942984,-1.1152700966149665,0.004657521617756472,2,MegaCoin
MED,HybridScryptHash256,PoW,40431856.9,200000000.0,-0.16281039588892782,-2.3456815282115238,0.5070424468156578,2,MediterraneanCoin
MINT,Scrypt,PoS,21293925445.4969,0.0,-0.013405986065140678,0.8945978357095529,-0.3051902223441251,0,MintCoin
MINC,Scrypt,PoW,5804204.88794916,10000000.0,-0.16328040190913798,-1.115274359577433,0.004671552322063009,2,MinCoin
MZC,SHA-256,PoW/PoS,1613836099.99999,2419200000.0,-0.30240999696575316,0.7180902969551359,-0.35536477896257307,0,MazaCoin
NAUT,Scrypt,PoS,16180000.0,16180000.0,-0.27366846840942605,0.8840068704961069,-0.29790628004765773,0,Nautilus Coin
NAV,X13,PoW/PoS,66087096.2077108,0.0,-0.30768083610071945,1.6714756586123019,-0.5773899689094469,0,NavCoin
NOBL,Scrypt,PoW,2366066305.76482,15000000000.0,-0.027738191659040276,-1.119641358173852,0.0024792121538491766,2,NobleCoin
NMC,SHA-256,PoW,14736400.0,21000000.0,-0.1505944400152703,-1.338543183676964,0.20410160054026394,2,Namecoin
NYAN,Scrypt,PoW,334709223.483138,337000000.0,-0.15692883498906843,-1.115231617759713,0.004528740679423698,2,NyanCoin
OPAL,X13,PoW/PoS,15156364.3306548,0.0,-0.30830407986641173,1.6714503222348138,-0.577372530379241,0,OpalCoin
ORB,NeoScrypt,PoW/PoS,3220616.279225,3770000.0,-0.3697671847295607,0.42027230976721247,-0.31564076196519314,0,Orbitcoin
POT,Scrypt,PoW/PoS,222677226.014206,420000000.0,-0.34615717574089383,0.9414064595701727,-0.5541379642738521,0,PotCoin
PXC,Scrypt,PoW/PoS,73959274.625,98000000.0,-0.35026820107629303,0.9414515066569124,-0.5540573098495234,0,PhoenixCoin
RDD,Scrypt,PoW/PoS,29315567169.0888,0.0,0.006866573998885339,0.9560344789173287,-0.5640604994690569,0,Reddcoin
RPC,Scrypt,PoW,1104157.42169891,21000000.0,-0.16325964766529433,-1.1152807639199804,0.004672145851860477,2,RonPaulCoin
SBC,Scrypt,PoW,24215181.725,250000000.0,-0.16134741507060413,-1.1153539182939727,0.004643086588309514,2,StableCoin
SMC,Scrypt,PoW,25593737.1355044,51200000.0,-0.16274508222210526,-1.1152797447814693,0.004660971991019472,2,SmartCoin
SUPER,X11,PoS,50707661.7493518,0.0,-0.3349344851470502,1.065002445589017,-0.1921863945578208,0,SuperCoin
SYNC,X11,PoW/PoS,1177.0,1000.0,-0.41344394033263066,1.1224233585548138,-0.44829272390164127,0,SyncCoin
SYS,SHA-256,PoW,563336541.299966,888000000.0,-0.13771214211985536,-1.3385907652512037,0.20383370173661886,2,SysCoin
TES,Multiple,PoS,80260463.7331396,100000000.0,-0.22127387971866988,0.27398083323796074,0.04663747734208812,0,TeslaCoin
TGC,SHA-256,PoW,43536800.0,47011968.0,-0.15005692211220872,-1.3385384719124567,0.2040893373950481,2,TigerCoin
TIT,PHI1612,PoS,1622326490.46336,2300000000.0,-0.2782830975942037,1.7854482286433924,-0.3693731192530199,0,TittieCoin
TOR,X11,PoW/PoS,1431851.00002479,10000000.0,-0.41335528641148905,1.1224203740724075,-0.44829413707906274,0,TorCoin
TRC,SHA-256,PoW,22935396.0,42000000.0,-0.15034468530704231,-1.338546867731922,0.20409685406490796,2,TerraCoin
UNB,SHA-256,PoW,2278150.0,80000000.0,-0.1503270855411291,-1.3385711909875306,0.2041004180813216,2,UnbreakableCoin
UNO,SHA-256,PoW,200911.79151896,250000.0,-0.15091995608215944,-1.3385427442342939,0.20410849352631105,2,Unobtanium
URO,X11,PoW,1207310.0,0.0,-0.2249812162054481,-0.9343005321526109,0.11040426327486688,2,UroCoin
USDE,Scrypt,PoW/PoS,1098952592.6,1600000000.0,-0.32703797526963707,0.9414061832235869,-0.554546960866815,0,UnitaryStatus Dollar
UTC,Scrypt,PoW/PoS,50235211.141939,100000000.0,-0.3505442837395292,0.9414389653961894,-0.5540493714834244,0,UltraCoin
VIA,Scrypt,PoW,23150892.1679687,23000000.0,-0.1629756291166329,-1.1152705357018622,0.004664412433595765,2,ViaCoin
VRC,Scrypt,PoST,32021108.4136696,0.0,-0.2985679579448163,0.3315585529416997,-0.3277239772721852,0,VeriCoin
VTC,Lyra2REv2,PoW,51173723.8166347,84000000.0,-0.15921164309048302,-1.138910927948985,0.12897810113008346,2,Vertcoin
WDC,Scrypt,PoW,119606941.0,265420800.0,-0.16007037308902297,-1.1153121644059387,0.004609000761308655,2,WorldCoin
XC,X11,PoW/PoS,6950831.0970606,5500000.0,-0.41331976936511244,1.1224247830395144,-0.44829561122626527,0,X11 Coin
XCR,Multiple,PoS,100000000.0,0.0,-0.22174386286003384,0.27402761867027187,0.04663995269658732,0,Crypti
XJO,SHA-256,PoW,39195739.362088,45000000.0,-0.1501243599540945,-1.3385398877113053,0.20409100954861337,2,JouleCoin
XST,X13,PoW/PoS,33093725.4123502,0.0,-0.30808457882931456,1.671459245486744,-0.5773786720780056,0,StealthCoin
ZCC,Scrypt,PoW/PoS,147990237.978331,1000000000.0,-0.3429442090644804,0.9411549044195624,-0.5541659495260156,0,ZCC Coin
BCN,CryptoNight,PoW,184066828814.0,184467440735.0,3.887056176832487,-2.222142251216532,0.3763528420401878,2,ByteCoin
XDN,CryptoNight,PoW,6906587610.38292,10000000000.0,0.47772964438076615,-2.245780655582045,0.4531224985747668,2,DigitalNote 
BURST,Shabal256,PoC,1813033920.0,2158812800.0,0.39863562211573256,1.9396485951525162,-0.5425509177406234,0,BurstCoin
SJCX,Counterparty,PoS,51173144.0,500000000.0,-0.33004071632587484,1.5289683070973137,-0.10929209810509011,0,StorjCoin
MONA,Scrypt,PoW,68194674.8711679,105120000.0,-0.16184010981892438,-1.1152784840870738,0.004641406523860614,2,MonaCoin
NTRN,SHA-256,PoW/PoS,39121694.0,68000000.0,-0.3384095841054973,0.7181760644413259,-0.35460848900488445,0,Neutron
FAIR,Groestl,PoW/PoS,53193831.0,0.0,-0.39676151082564703,0.8369922549601643,-0.3771342275714705,0,FairCoin
NLG,Scrypt,PoW,415032420.0,1680000000.0,-0.14638996377265773,-1.1156881083638206,0.004377224124315279,2,Gulden
RBY,Scrypt,PoS,27184490.3918338,0.0,-0.27364893228576,0.8840183259143606,-0.29790855387281434,0,RubyCoin
PTC,Scrypt,PoW,137517654.41397,166386000.0,-0.16055586793317225,-1.1152666455458533,0.00461201317162556,2,PesetaCoin
KORE,X13,PoW/PoS,2022464.886973,12000000.0,-0.30837941602226543,1.6714393526694935,-0.5773691414648879,0,Kore
WBB,Scrypt,PoW,181919.2435974,2628000.0,-0.16340165685258087,-1.1152744313728777,0.004674158114630134,2,Wild Beast Coin
NOTE,Scrypt,PoS,174646113.934655,500000000.0,-0.2682867439003909,0.8839068549760042,-0.29800521485477277,0,Dnotes
FLO,Scrypt,PoW,152270664.860648,160000000.0,-0.16042077285794282,-1.1152569457776171,0.004607551475424996,2,Flo
8BIT,Scrypt,PoW/PoS,1467841.0,0.0,-0.35185259181266904,0.9414516708776088,-0.5540234395691487,0,8BIT Coin
STV,X13,PoW/PoS,7096834.0,10000000.0,-0.30833155128011136,1.6714426163157152,-0.5773706942314362,0,Sativa Coin
ABY,Scrypt,PoW,792537250.0,1000000000.0,-0.14660885990955805,-1.115248945559279,0.004310759566099436,2,ArtByte
FLDC,Stanford Folding,PoW,719416990.0,1000000000.0,-0.13198338117726222,-2.139194945192104,0.4167285552412822,2,Folding Coin
U,X11,PoS,2689812.0,20000000.0,-0.3353797762121357,1.0649711651439504,-0.19217180021227068,0,Ucoin
UIS,Multiple,PoW,65113302.0,0.0,-0.11161176537508216,-1.7252680892553867,0.349225606857957,2,Unitus
CYP,QuBit,PoW,6365285.0,0.0,-0.17447024003582484,-1.547262980942025,0.21893355491308766,2,CypherPunkCoin
OMC,Scrypt,PoW,10140044.4430293,3371337.0,-0.16327450929237863,-1.115269752309882,0.004670679841781366,2,OmniCron
VTR,Scrypt,PoW/PoS,11604722.0,20000000.0,-0.3515862384138084,0.9414493205137842,-0.5540287572294034,0,Vtorrent
GRE,Scrypt,PoW,4610340640.89,10000000000.0,-0.03585169034003389,-1.1166766220606887,0.0021724849692842567,2,GreenCoin
XCN,M7 POW,PoW,708506520.0,1840000000.0,-0.1296293899726561,-2.2477578473420277,0.5030846755983791,2,Cryptonite
MSC,Scrypt,PoW,619478.0,619478.0,-0.16341059379654743,-1.1152734712383179,0.004674193765005437,2,MasterCoin
SOON,SHA-256,PoW,12462620.0,21000000.0,-0.1506222644575536,-1.3385443148083318,0.20410237907573256,2,SoonCoin
1CR,Scrypt,PoW,88213.0,92000000000.0,0.49119304498351096,-1.1492819109925172,-0.003820950770593452,2,1Credit
ISL,X11,PoW/PoS,1513704.0,0.0,-0.4134254385244456,1.1224241113573066,-0.4482932416940195,0,IslaCoin
NXS,SHA3,PoW/nPoS,63657220.0,78000000.0,-0.3465932120942277,3.047741544407974,-1.1410402138749856,0,Nexus
MARS,X11,PoW,32221574.820996,33000000.0,-0.2243668845755069,-0.934297302234524,0.1103905968262131,2,MarsCoin 
CTO,Lyra2RE,PoW,13742738.0,65789100.0,-0.15957961924631903,-2.216615632211183,0.3863103864442297,2,Crypto
ACP,SHA-256,PoW,14747200.0002,53760000.0,-0.15036120815273735,-1.338555288253557,0.20409857174707036,2,Anarchists Prime
DRZ,QUAIT,PoW/PoS,8568038.35935056,5060000.0,-0.45516626502825336,1.7263453755502585,-0.6227479517895463,0,Droidz
BSC,X11,PoW,15863837.5,21000000.0,-0.2246524401264129,-0.9343010037963257,0.11039730576004685,2,BowsCoin
SQL,X11,PoS/PoW,329200.01639,0.0,-0.2723900039439839,1.1379525381272426,-0.2902564689276007,0,Squall Coin
SONG,Scrypt,PoW,32565300.0,210240000.0,-0.1615281412825675,-1.1153350668373219,0.004643899015987796,2,Song Coin
ZNY,Scrypt,PoW,75614500.0,250000000.0,-0.16071843717268114,-1.1153283488100396,0.004625487615522872,2,BitZeny
DIGS,Scrypt,PoS,100000000.0,100000000.0,-0.2720463450525443,0.8840175835977528,-0.29794271979808934,0,Diggits
EXP,Ethash,PoW,10495278.0,16906397.0,-0.15018476506954573,-1.9809504354985124,0.39556216255590637,2,Expanse
CON,X13,PoW/PoS,23042604.0,50000000.0,-0.3078518064943731,1.6714357625532488,-0.5773798476604348,0,Paycon
SC,Blake2b,PoW,33098296530.0,0.0,0.3866939649814849,-2.133036364007725,0.37684861183073914,2,Siacoin
EMC,SHA-256,PoW/PoS,43059794.804778,1000000000.0,-0.3317298632421819,0.7178335035945393,-0.35469589932876,0,Emercoin
EGC,X15,PoW/PoS,13530556.4180753,26298000.0,-0.275984579113079,1.711161043196276,-0.6366684486866501,0,EverGreenCoin
MND,X11,PoW,15867695.0,16000000.0,-0.22468796979944658,-0.9342991535944942,0.11039776614488299,2,MindCoin
I0C,SHA-256,PoW,20997476.8650231,21000000.0,-0.15051782267680228,-1.3385400689954925,0.20409945676627897,2,I0coin
DCR,BLAKE256,PoW/PoS,10365046.9281661,21000000.0,-0.11269892641916789,0.8879617667099685,-0.5304073195575536,0,Decred
RVR,Scrypt,PoW,210000000.0,210000000.0,-0.1593585652208823,-1.1152467101453234,0.00458316806747637,2,Revolution VR
HODL,1GB AES Pattern Search,PoW,11448949.0,81962100.0,-0.09646933535800989,-1.959605799396617,0.38458401559782884,2,HOdlcoin
EDRC,SHA-256,PoW/PoS,3669691.84494672,22000000.0,-0.3391707205922997,0.7181754324291101,-0.3545921026536004,0,EDRCoin
HTC,X11,PoW/PoS,10996318099.0,26550000000.0,-0.08996784731791618,1.118079285897359,-0.4545094867314278,0,Hitcoin
GAME,Scrypt,PoW,69836100.0,84000000.0,-0.16197030028878442,-1.1152698603848599,0.0046427947494004675,2,Gamecredits
DBIC,SHA-256,PoW/PoS,5129014.0,10500000.0,-0.3392346895594899,0.7181804094448294,-0.35459154039818463,0,DubaiCoin
DIEM,SHA-256,PoW,21739971929.0,21626280000.0,0.26898882430364224,-1.3357221214933925,0.19466788900411122,2,CarpeDiemCoin
PWR,NIST5,PoW/PoS,10069449031.9252,0.0,-0.26498032304951996,1.3923584153983606,-0.6033099946283623,0,PWR Coin
BLRY,Scrypt,PoW/PoS,8998743.2411911,42000000.0,-0.3514615897395859,0.9414398916798269,-0.5540298964548578,0,BillaryCoin
GPU,Scrypt,PoS,40477042.0,221052632.0,-0.2719133976973273,0.8839432249673287,-0.2979335174517781,0,GPU Coin
ADZ,X11,PoW,45110324.0,84000000.0,-0.22384627968693174,-0.9343097429873863,0.1103814743596044,2,Adzcoin
SOIL,Dagger,PoW,5702048.0,30000000.0,-0.15172868421518462,-2.1551288723676634,0.485716804999836,2,SoilCoin
YOC,Scrypt,PoW,636462.55983338,168351300.0,-0.16221691105503044,-1.1153354659590928,0.004658699404141315,2,YoCoin
SIB,X11GOST,PoW,17263355.0,24000000.0,-0.15995257525651965,-2.2342540595980793,0.5123775846232377,2,SibCoin
ERC,X11,PoW/PoS,10407269.7881868,384000000.0,-0.4105843029923751,1.122286587493164,-0.44833174581692953,0,EuropeCoin
ZEIT,Scrypt,PoS,36971236046.8073,99000000000.0,0.882860794432744,0.8658007858066389,-0.3196998581145798,0,ZeitCoin
SWING,SHA-256,PoW/PoS,4377081.60953993,40000000.0,-0.33903398744330226,0.7181691305141751,-0.3545940070020172,0,SwingCoin
SAFEX,Scrypt,PoC,2147483647.0,2147483647.0,0.0791034195911617,0.8534978293315992,-0.43903453908148077,0,SafeExchangeCoin
NEBU,PoS,PoS,20000000.0,20000000.0,-0.3047987228604217,1.730065302344873,-0.19512378286398263,0,Nebuchadnezzar
